index,pc,var
153,284,0.0011150730500678139
154,15,0.0011102912962477503
155,146,0.001105921636248602
156,277,0.0011052197203408013
157,101,0.0011032181280823785
158,137,0.00110055162530484
159,124,0.0010945317241717813
160,285,0.001090916773313322
161,191,0.001084035727197686
162,19,0.0010805024581772452
163,81,0.0010765163559848627
164,234,0.0010712363788811829
165,132,0.0010669100249997808
166,194,0.0010654314322369656
167,174,0.0010637639585867732
168,214,0.0010593854522547973
169,139,0.0010585373421625936
170,136,0.0010539635204871256
171,121,0.0010498670599067444
172,164,0.0010496618091870196
173,108,0.001045980271776354
174,295,0.001042048589746816
175,106,0.0010404696019677996
176,69,0.0010384116274281682
177,125,0.0010374782943245605
178,236,0.0010371608314630716
179,6,0.001035350363695753
180,82,0.0010339841273676095
181,198,0.0010302785639916701
182,180,0.0010300562698201336
183,241,0.0010237936736291213
184,42,0.0010127867924920528
185,232,0.0010114200313979173
186,257,0.001010366299516717
187,31,0.0010055264882725598
188,255,0.001004078721318574
189,287,0.000999147745376272
190,97,0.0009946909408029138
191,104,0.0009939269203664025
192,233,0.000988214890948938
193,244,0.0009851348612951393
194,243,0.000983355717893925
195,289,0.000980050857362874
196,118,0.0009736743787693843
197,107,0.000963652473485839
198,225,0.000960269839100982
199,202,0.0009572483510970727
200,199,0.0009546848978963385
201,92,0.000954182080396715
202,271,0.0009517015951339651
203,181,0.0009502217458465388
204,217,0.0009487975469491897
205,261,0.0009415222894049571
206,165,0.0009408987199678876
207,230,0.0009345944304651132
208,219,0.0009311212230767009
209,135,0.0009297288102002227
210,74,0.0009271134941675023
211,116,0.0009252500649607291
212,68,0.0009186145419821322
213,275,0.0009163730088025577
214,187,0.0009151513384943711
215,227,0.0009088002387359264
216,120,0.0009078351729647952
217,207,0.0009055604215300826
218,251,0.0009044170812269618
219,112,0.0009024394229678088
220,288,0.0008996365401746245
221,272,0.0008900835977885417
222,130,0.0008812097410963689
223,168,0.0008778661533750172
224,55,0.0008778473294767684
225,95,0.0008766158922022351
226,268,0.0008704325947228402
227,269,0.0008665379680335549
228,171,0.0008641884569860451
229,256,0.000862285718545536
230,196,0.0008586651793949206
231,37,0.0008575027026590305
232,273,0.000854970834057562
233,122,0.0008535659919446146
234,9,0.0008511965800461427
235,67,0.0008498410446134768
236,226,0.0008479324427508716
237,109,0.0008478599778324418
238,270,0.0008461870699593289
239,98,0.0008415787782160369
240,156,0.0008393837677276685
241,16,0.000835744236978242
242,209,0.000833219867910598
243,76,0.0008323685571535754
244,115,0.0008288958070154943
245,222,0.0008259713280112979
246,12,0.0008208315530847281
247,229,0.0008192536609378964
248,144,0.0008158863594207711
249,75,0.0008138669387489432
250,159,0.0008064194172446997
251,250,0.0007925260695853611
252,278,0.0007874777413116227
253,51,0.0007865356601388117
254,274,0.0007841412934691378
255,212,0.0007778517660595586
256,65,0.0007753528143751177
257,36,0.0007695071011844622
258,211,0.0007647736277418775
259,100,0.000764436564869995
260,193,0.000761452411924021
261,41,0.0007493183130283187
262,177,0.0007484344288334028
263,149,0.0007463356485177496
264,286,0.0007445462727685919
265,5,0.0007373147813449944
266,267,0.0007324281117912916
267,72,0.0007272305685723176
268,99,0.0007266950326587973
269,141,0.0007263471059914167
270,175,0.000720904268593257
271,192,0.0007206988246914942
272,216,0.0007181727596835535
273,290,0.0007109904264819781
274,279,0.0007014204996778694
275,218,0.0006946102869038322
276,182,0.0006938922895619072
277,102,0.0006938401970802615
278,53,0.0006743582787130413
279,215,0.0006515370430027401
280,84,0.0006506421852175582
281,238,0.0006501867192463194
282,160,0.000646989404018526
283,179,0.0006443577482349989
284,178,0.0006413803089206504
285,170,0.0006399194855381077
286,58,0.0006274739680872127
287,110,0.0006191153685823173
288,79,0.000615727891238699
289,152,0.0006087047886388087
290,150,0.0005959849808525573
291,133,0.0005922377793321207
292,206,0.0005727225924055011
293,128,0.0005708421033222736
294,263,0.0005662225035197591
295,113,0.000560009012635823
296,264,0.0005551436001441281
297,186,0.0005484298985702612
298,228,0.000531567928188126
299,157,0.0005004658890825188
