word_1,word_2,x_1,x_2,x_axis,y_1,y_2,y_axis
52,-52,0.15772345662117004,-0.12488092482089996,1,0.12910522520542145,0.00918879546225071,0
53,-53,0.15374436974525452,-0.162234365940094,1,0.12186636030673981,-0.04121080040931702,0
54,-54,0.1669144332408905,-0.17267358303070068,1,0.12141071259975433,0.0001500723446952179,0
55,-55,0.15428009629249573,-0.0690598338842392,1,0.1238565668463707,0.03444929048418999,0
56,-56,0.14771367609500885,-0.17037558555603027,1,0.11454186588525772,-0.005769697017967701,0
57,-57,0.16159798204898834,-0.2024061679840088,1,0.11934377253055573,-0.046716880053281784,0
58,-58,0.15035183727741241,-0.22544275224208832,1,0.11610928177833557,-0.07179734110832214,0
59,-59,0.15597590804100037,-0.22179585695266724,1,0.11590833216905594,-0.02000489830970764,0
60,-60,0.13260890543460846,-0.07117199152708054,1,0.183283731341362,0.1077805757522583,0
61,-61,0.1683500111103058,-0.12040802836418152,1,0.12691347301006317,-0.06390224397182465,0
62,-62,0.15111446380615234,-0.2467280626296997,1,0.13610900938510895,-0.10727523267269135,0
63,-63,0.1510583460330963,-0.21457715332508087,1,0.13155469298362732,-0.11102975904941559,0
64,-64,0.13901066780090332,-0.2260270118713379,1,0.15461935102939606,0.00525398924946785,0
65,-65,0.16065165400505066,-0.13991296291351318,1,0.136878103017807,-0.0018086496274918318,0
66,-66,0.1662655770778656,-0.2894575893878937,1,0.15009009838104248,-0.05761038139462471,0
67,-67,0.159044548869133,-0.22565235197544098,1,0.1355678141117096,-0.03712848573923111,0
68,-68,0.148573637008667,-0.2086648792028427,1,0.12605343759059906,-0.09170139580965042,0
69,-69,0.17016442120075226,-0.20768781006336212,1,0.13131996989250183,-0.107696533203125,0
70,-70,0.14749065041542053,-0.05848127603530884,1,0.1792350858449936,0.05747142806649208,0
71,-71,0.16198258101940155,-0.24103909730911255,1,0.11471185088157654,-0.12977688014507294,0
72,-72,0.14441126585006714,-0.2031896859407425,1,0.14309801161289215,-0.09570465981960297,0
73,-73,0.16327635943889618,-0.160271555185318,1,0.11983244866132736,-0.10323988646268845,0
74,-74,0.1580311357975006,-0.2070131152868271,1,0.12180549651384354,-0.06847508251667023,0
75,-75,0.15040883421897888,-0.20084908604621887,1,0.15109926462173462,0.009237099438905716,0
76,-76,0.16386082768440247,-0.22158175706863403,1,0.12972109019756317,-0.13063795864582062,0
77,-77,0.16675226390361786,-0.20790010690689087,1,0.13105733692646027,-0.08280374109745026,0
78,-78,0.15707051753997803,-0.14897163212299347,1,0.12970799207687378,-0.04741553217172623,0
79,-79,0.13879172503948212,-0.17765836417675018,1,0.12408725172281265,-0.05416804924607277,0
80,-80,0.13540653884410858,-0.09141523391008377,1,0.172031432390213,0.09746260195970535,0
81,-81,0.13144144415855408,-0.18371306359767914,1,0.11530593782663345,-0.09511027485132217,0
82,-82,0.13931269943714142,-0.23293325304985046,1,0.11526297777891159,-0.14073911309242249,0
83,-83,0.13490356504917145,-0.23843076825141907,1,0.11434313654899597,-0.1557542085647583,0
84,-84,0.1440950483083725,-0.23519781231880188,1,0.10603487491607666,-0.10837772488594055,0
85,-85,0.13771496713161469,-0.16358861327171326,1,0.15120087563991547,-0.05242034047842026,0
86,-86,0.14038696885108948,-0.25753656029701233,1,0.1438990831375122,-0.10881678014993668,0
87,-87,0.15033270418643951,-0.21987618505954742,1,0.10764957219362259,-0.14434389770030975,0
88,-88,0.14933478832244873,-0.213616281747818,1,0.11694907397031784,-0.0821981132030487,0
89,-89,0.1398964524269104,-0.18564218282699585,1,0.10078083723783493,-0.13626952469348907,0
90,-90,0.14435343444347382,-0.10151153057813644,1,0.1813589185476303,0.08231215924024582,0
91,-91,0.13587523996829987,-0.16023483872413635,1,0.1196286603808403,-0.10186115652322769,0
92,-92,0.14980705082416534,-0.24222499132156372,1,0.12533773481845856,-0.07803994417190552,0
93,-93,0.16053295135498047,-0.2120644748210907,1,0.13867762684822083,-0.1365278661251068,0
94,-94,0.13883857429027557,-0.23500095307826996,1,0.12453053891658783,-0.08325357735157013,0
95,-95,0.1282261312007904,-0.19112712144851685,1,0.162859246134758,-0.04804107919335365,0
96,-96,0.14895020425319672,-0.25319957733154297,1,0.1466568112373352,-0.08899082988500595,0
97,-97,0.1467026323080063,-0.24856577813625336,1,0.14334820210933685,-0.06615567207336426,0
98,-98,0.15974311530590057,-0.23138006031513214,1,0.16266141831874847,-0.022046517580747604,0
99,-99,0.1650872677564621,-0.19177672266960144,1,0.2027202546596527,-0.0004864437214564532,0
100,-100,0.07824475318193436,-0.09377063065767288,1,0.22902901470661163,0.22400858998298645,0
